"type_1_npi","life_science_firm_name","product_name","nature_of_payment","year","amount"
"1023336443","GLAXOSMITHKLINE, LLC.","ADVAIR","Food and Beverage","2017","11.06"
"1669981916","BOSTON SCIENTIFIC CORPORATION","GUIDEZILLA","Food and Beverage","2022","39.11"
"1437507282","ASTELLAS PHARMA INC","","Food and Beverage","2023","17.13"
"1821324427","ABBVIE, INC.","UBRELVY","Food and Beverage","2021","2.53"
"1578591061","AVION PHARMACEUTICALS","BALCOLTRA","Food and Beverage","2018","26.23"
"1174790851","ELI LILLY AND COMPANY","TALTZ","Food and Beverage","2019","81.43"
"1194995357","JANSSEN PHARMACEUTICALS, INC","ZYTIGA","Education","2018","79.95"
"1356850887","TAIHO ONCOLOGY, INC.","LONSURF","Food and Beverage","2021","47.73"
"1013542315","NOVO NORDISK INC","","Food and Beverage","2022","18.77"
"1548779598","COOPERVISION INC.","MYDAY CONTACT LENS","Food and Beverage","2021","112.7"
"1902802408","TAKEDA PHARMACEUTICALS AMERICA, INC.","","Food and Beverage","2023","43.77"
"1912910084","DAVOL INC.","DAV-ARISTA AH","Food and Beverage","2017","58.35"
"1518412105","ABBVIE, INC.","QULIPTA","Food and Beverage","2022","49.34"
"1710066923","ELI LILLY AND COMPANY","TRADJENTA","Food and Beverage","2017","25.79"
"1861567661","PACIRA THERAPEUTICS, INC.","IOVERA","Food and Beverage","2022","16.26"
"1225056906","COVIDIEN LP","LIGASURE","Food and Beverage","2016","21.7"
"1922291426","JANSSEN PHARMACEUTICALS, INC","XARELTO","Food and Beverage","2017","26.48"
"1891958435","AMGEN INC.","ENBREL","Food and Beverage","2016","23.06"
"1952669152","AVANOS MEDICAL","COOLIEF* COOLED RADIOFREQUENCY","Food and Beverage","2022","16.96"
"1073587887","DEXCOM, INC.","DEXCOM CGM","Food and Beverage","2018","109.83"
"1508229725","BIOGEN, INC.","SPINRAZA","Food and Beverage","2018","121.9"
"1013954221","JAZZ PHARMACEUTICALS INC.","XYREM","Food and Beverage","2019","70.8"
"1477981702","SUNOVION PHARMACEUTICALS INC.","LATUDA","Food and Beverage","2022","54.27"
"1407855182","SANOFI-AVENTIS U.S. LLC","PRALUENT","Food and Beverage","2017","15.97"
"1053330803","GLAXOSMITHKLINE, LLC.","AREXVY","Food and Beverage","2023","18.88"
"1801813886","MEDTRONIC, INC.","NUVENT","Food and Beverage","2021","52.83"
"1962409045","ABBVIE, INC.","HUMIRA","Food and Beverage","2021","15"
"1629011432","ASTRAZENECA PHARMACEUTICALS LP","","Consulting Fee","2019","6000"
"1750354437","STRYKER CORPORATION","DBM","Food and Beverage","2018","18.17"
"1477117265","MEDICAL DEVICE BUSINESS SERVICES, INC.","","Education","2021","300"
"1104840834","INTERCEPT PHARMACEUTICALS, INC.","OCALIVA","Food and Beverage","2021","12.42"
"1548444664","E.R. SQUIBB & SONS, L.L.C.","ELIQUIS","Food and Beverage","2023","17.57"
"1215945779","TAKEDA PHARMACEUTICALS AMERICA, INC.","ULORIC","Food and Beverage","2016","73.51"
"1033599691","CHIESI USA, INC.","KENGREAL","Gift","2021","75.13"
"1437322971","ORGANON LLC","","Food and Beverage","2023","17.88"
"1619610003","EISAI INC.","LEQEMBI","Food and Beverage","2023","18.35"
"1053331538","VALEANT PHARMACEUTICALS NORTH AMERICA LLC","PROLENSA","Food and Beverage","2017","103.89"
"1871798793","NALPROPION PHARMACEUTICALS LLC","CONTRAVE","Food and Beverage","2019","23.38"
"1902986664","CIRCASSIA PHARMACEUTICALS INC","TUDORZA PRESSAIR","Food and Beverage","2018","15.2"
"1700876364","GENENTECH, INC.","XOLAIR","Food and Beverage","2021","42.68"
"1538542394","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Food and Beverage","2021","101.61"
"1669435004","PHARMAESSENTIA USA CORPORATION","BESREMI","Food and Beverage","2023","32.19"
"1477971125","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Food and Beverage","2021","36.370003"
"1457321051","COOPERVISION INC.","CLARITI CONTACT LENS","Consulting Fee","2017","50"
"1366479339","GRIFOLS THERAPEUTICS INC.","PROLASTIN-C","Food and Beverage","2017","79.67"
"1659665396","NOVO NORDISK INC","OZEMPIC","Food and Beverage","2022","20.68"
"1912970385","JANSSEN PHARMACEUTICALS, INC","INVOKANA","Food and Beverage","2018","28.94"
"1942261490","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","TRADJENTA","Food and Beverage","2019","80.3"
"1073691192","GLAXOSMITHKLINE, LLC.","ANORO","Food and Beverage","2016","19.59"
"1487611679","JANSSEN PHARMACEUTICALS, INC","XARELTO","Food and Beverage","2021","74.2"
"1467496828","MEDTRONIC, INC.","CD HORIZON","Food and Beverage","2019","3.55"
"1730152265","FIDIA PHARMA USA INC","HYALGAN","Food and Beverage","2018","19.61"
"1295801579","AMGEN INC.","PROLIA","Food and Beverage","2016","153.83"
"1225038706","EISAI INC.","BELVIQ","Food and Beverage","2016","36.93"
"1851461685","ASTRAZENECA PHARMACEUTICALS LP","BRILINTA","Food and Beverage","2021","26.18"
"1104817329","GLAXOSMITHKLINE, LLC.","TRELEGY ELLIPTA","Food and Beverage","2020","221"
"1831150770","CSL BEHRING","HIZENTRA","Food and Beverage","2017","398.52"
"1447332473","BAYER HEALTHCARE PHARMACEUTICALS INC.","KYLEENA","Food and Beverage","2016","14.22"
"1699185249","BOSTON SCIENTIFIC CORPORATION","VERIFLEX","Food and Beverage","2020","83.72"
"1750592051","SPINEOLOGY INC.","OPTIMESH EXPANDABLE INTERBODY FUSION SYSTEM","Food and Beverage","2022","28.02"
"1639331655","THE SPECTRANETICS CORPORATION","ANGIOSCULPT","Food and Beverage","2017","39.79"
"1881670792","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","TRADJENTA","Food and Beverage","2018","10.57"
"1891883294","SMITH & NEPHEW, INC.","ACTICOAT RANGE","Food and Beverage","2016","20.17"
"1750328753","ALLERGAN INC.","LINZESS","Food and Beverage","2017","21.13"
"1013999036","SUNOVION PHARMACEUTICALS INC.","GEMTESA","Food and Beverage","2021","15.43"
"1255334538","ELI LILLY AND COMPANY","JARDIANCE","Food and Beverage","2017","12.74"
"1215150115","STRAUMANN USA LLC","","Food and Beverage","2016","17.5"
"1568409589","JANSSEN PHARMACEUTICALS, INC","XARELTO","Food and Beverage","2016","18.68"
"1386674794","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Food and Beverage","2018","100.14"
"1821088816","ARTHREX, INC.","","Travel and Lodging","2020","506.24"
"1184692469","SANOFI PASTEUR INC.","MENACTRA","Food and Beverage","2016","79.35"
"1093866188","ENDOGASTRIC SOLUTIONS, INC","ESOPHYX","Food and Beverage","2023","51.89"
"1316110745","ABBVIE, INC.","LUPRON DEPOT","Food and Beverage","2023","13.4"
"1548471626","AXONICS, INC.","AXONICS","Food and Beverage","2022","148.98001"
"1588617039","ABBOTT LABORATORIES","FREESTYLE LIBRE 2","Food and Beverage","2021","18.16"
"1336110550","LUNDBECK LLC","ONFI","Honoraria","2017","13325"
"1639378201","BAYER HEALTHCARE PHARMACEUTICALS INC.","KERENDIA","Food and Beverage","2023","20.75"
"1619105541","AMGEN INC.","REPATHA","Food and Beverage","2019","21.42"
"1699970525","ELEKTA, INC.","ELEKTA MEDICAL LINEAR ACCELERATOR","Consulting Fee","2022","2625"
"1598095929","BARD PERIPHERAL VASCULAR, INC.","LIFESTENT SOLO VASCULAR STENT","Food and Beverage","2023","20.17"
"1609851153","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","STIOLTO","Education","2017","13.89"
"1033279559","KERR CORPORATION","KAVO OP300","Food and Beverage","2018","86"
"1730174970","ABBVIE, INC.","","Food and Beverage","2016","61.27"
"1306813563","PFIZER INC.","PREVNAR 13","Food and Beverage","2023","18.83"
"1639729064","MERZ, INC.","XEOMIN","Food and Beverage","2023","28.43"
"1841291325","AMGEN INC.","NEULASTA","Food and Beverage","2018","11.35"
"1003810383","PFIZER INC.","INLYTA","Education","2016","11.66"
"1891891842","TULSA DENTAL PRODUCTS LLC","VORTEX BLUE","Food and Beverage","2017","190.29001"
"1831138130","BOSTON SCIENTIFIC CORPORATION","COMET","Food and Beverage","2019","94.55"
"1245299718","MEDTRONIC, INC.","REVEAL LINQ","Food and Beverage","2016","10.3"
"1558508176","GILEAD SCIENCES, INC.","","Food and Beverage","2022","13.62"
"1336148964","HOLOGIC SALES AND SERVICE, LLC","APTIMA","Food and Beverage","2023","44.35"
"1386791341","STRAUMANN USA LLC","","Education","2020","37.5"
"1609162049","AMGEN INC.","OTEZLA","Food and Beverage","2021","117.76"
"1699911404","ABBOTT LABORATORIES","NEUROMODULATION DSPSBLS AND ACCS","Food and Beverage","2018","202.44"
"1558854349","AMGEN INC.","OTEZLA","Food and Beverage","2021","15.37"
"1134225444","BIOHAVEN PHARMACEUTICALS, INC.","NURTEC ODT","Food and Beverage","2022","173.92"
"1720443815","SCYNEXIS, INC.","","Food and Beverage","2022","28.79"
"1679537120","ASTRAZENECA PHARMACEUTICALS LP","BRILINTA","Education","2019","6.7400002"
"1447417316","MERCK SHARP & DOHME CORPORATION","VYTORIN","Food and Beverage","2016","29.91"
"1720341209","GLAXOSMITHKLINE, LLC.","TRELEGY ELLIPTA","Food and Beverage","2023","18.61"
"1508285495","SANOFI-AVENTIS U.S. LLC","TOUJEO","Food and Beverage","2018","24.95"
"1386997344","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Food and Beverage","2023","16.59"
"1194227744","EISAI INC.","DAYVIGO","Food and Beverage","2021","40.88"
"1225238892","COVIDIEN LP","EMPRINT","Food and Beverage","2017","13.86"
"1659735850","NOVO NORDISK INC","SAXENDA","Food and Beverage","2022","16.07"
"1457842650","BOSTON SCIENTIFIC CORPORATION","AMS 700","Travel and Lodging","2023","1036.4"
"1962497941","BAYER HEALTHCARE PHARMACEUTICALS INC.","KERENDIA","Education","2021","6.8"
"1457665739","COOPERVISION INC.","MYDAY CONTACT LENS","Food and Beverage","2023","16.22"
"1790767689","GLAXOSMITHKLINE, LLC.","ANORO","Food and Beverage","2017","60.1"
"1134643281","BIOFRONTERA INC.","AMELUZ","Food and Beverage","2022","17.18"
"1538419429","NOVO NORDISK INC","LEVEMIR","Food and Beverage","2016","23.05"
"1568071652","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Food and Beverage","2021","349.34"
"1164446399","SHIRE NORTH AMERICAN GROUP INC","CINRYZE","Food and Beverage","2017","60.46"
"1255611166","ABBVIE, INC.","HUMIRA","Food and Beverage","2018","78.55"
"1568962017","AMGEN INC.","OTEZLA","Food and Beverage","2023","150.94"
"1710116009","ORTHOPEDIATRICS CORP.","","Travel and Lodging","2021","518.66003"
"1629271507","ASTELLAS PHARMA INC","XTANDI","Food and Beverage","2016","103.8"
"1508068685","INDIVIOR INC.","PERSERIS","Food and Beverage","2023","21.9"
"1134563661","DEPUY SYNTHES PRODUCTS, INC.","ATTUNE","Food and Beverage","2018","116"
"1124043120","ALLERGAN INC.","LINZESS","Food and Beverage","2017","20.41"
"1558315382","ABBVIE, INC.","HUMIRA","Food and Beverage","2022","215.7"
"1598707606","DEXCOM, INC.","DEXCOM G5 MOBILE CGM SYSTEM","Food and Beverage","2016","38.02"
"1225144868","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Food and Beverage","2021","18"
"1366452054","ASTRAZENECA PHARMACEUTICALS LP","FASENRA","Food and Beverage","2019","107.420006"
"1659339646","HEIDELBERG ENGINEERING, INC.","SPECTRALIS","Gift","2017","30"
"1528083854","NOVO NORDISK INC","VICTOZA","Food and Beverage","2018","102.83"
"1477845337","MEDTRONIC, INC.","LINQ II","Food and Beverage","2022","299.41"
"1689796575","ZIMMER BIOMET HOLDINGS, INC.","TRAUMAONE","Food and Beverage","2019","21.13"
"1609983394","ORMCO CORPORATION","DQ","Food and Beverage","2017","119.26"
"1013393669","NOVARTIS PHARMACEUTICALS CORPORATION","COSENTYX","Food and Beverage","2023","313.63998"
"1508178567","AMGEN INC.","CORLANOR","Food and Beverage","2020","11.35"
"1700078409","BLUEPRINT MEDICINES CORPORATION","AYVAKIT","Food and Beverage","2022","27.29"
"1841297421","ASTELLAS PHARMA INC","MYRBETRIQ","Food and Beverage","2020","19.01"
"1285123141","ABBVIE, INC.","ORILISSA","Food and Beverage","2020","73.08"
"1922366574","PATTERSON COMPANIES, INC.","","Food and Beverage","2023","91.57"
"1821282211","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Food and Beverage","2017","19.65"
"1952525958","BOSTON SCIENTIFIC CORPORATION","MUSTANG PTA BALLOON CATHETER","Food and Beverage","2016","42.739998"
"1083694541","ETHICON INC.","SURGICEL POWDER","Food and Beverage","2019","16.46"
"1134357015","ROCHE TCRC, INC.","NON-COVERED PRODUCT","Food and Beverage","2018","320"
"1194916049","SUPERNUS PHARMACEUTICALS, INC.","QELBREE","Food and Beverage","2023","14.19"
"1063792265","JANSSEN PHARMACEUTICALS, INC","ERLEADA","Food and Beverage","2020","14.27"
"1588631477","ETHICON INC.","VISTASEAL","Consulting Fee","2021","3210"
"1538538459","OTSUKA AMERICA PHARMACEUTICAL, INC.","ABILIFY MAINTENA","Food and Beverage","2023","15.04"
"1174534895","MEDTRONIC, INC.","N'VISION","Food and Beverage","2016","36.760002"
"1316099211","SUNOVION PHARMACEUTICALS INC.","LATUDA","Food and Beverage","2018","21.47"
"1083602957","ABBVIE, INC.","ORILISSA","Food and Beverage","2021","69.33"
"1104860154","PFIZER INC.","COLOGUARD","Food and Beverage","2019","24.77"
"1346656139","INTEGRA LIFESCIENCES CORPORATION","INTEGRA MESHED BILAYER WOUND MATRIX","Food and Beverage","2021","30.89"
"1164626545","JANSSEN PHARMACEUTICALS, INC","TREMFYA","Food and Beverage","2020","13.91"
"1437110632","KCI USA, INC.","PREVENA","Food and Beverage","2021","16.39"
"1043256456","INTUITIVE SURGICAL, INC.","DA VINCI SURGICAL SYSTEM","Food and Beverage","2018","98.82"
"1174556286","ABBOTT LABORATORIES","FREESTYLE LIBRE 3","Food and Beverage","2023","42.97"
"1689723280","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Travel and Lodging","2023","144.1"
"1104003607","GLAXOSMITHKLINE, LLC.","BREO","Food and Beverage","2016","167.42"
"1215935994","ALLERGAN INC.","RESTASIS MULTIDOSE","Food and Beverage","2021","16.16"
"1891904017","AMGEN INC.","AIMOVIG","Food and Beverage","2022","20.67"
"1962798140","NESTLE HEALTHCARE NUTRITION INC.","ZENPEP","Food and Beverage","2021","15.18"
"1992967038","OPTOVUE, INC.","OCT","Food and Beverage","2021","84.73"
"1487749446","GLAXOSMITHKLINE, LLC.","SHINGRIX","Food and Beverage","2018","17.73"
"1770876229","TAKEDA PHARMACEUTICALS AMERICA, INC.","ENTYVIO","Food and Beverage","2023","113.65"
"1083667984","JANSSEN PHARMACEUTICALS, INC","INVOKANA","Food and Beverage","2017","94.97"
"1336723840","PFIZER INC.","ELIQUIS","Food and Beverage","2022","20.37"
"1619175676","PFIZER INC.","VIAGRA","Food and Beverage","2017","10.9"
"1194724948","JANSSEN PHARMACEUTICALS, INC","PREZCOBIX","Food and Beverage","2016","90.07"
"1386844702","COVIDIEN LP","VALLEYLAB FT10","Food and Beverage","2016","33.6"
"1437247038","ALCON VISION LLC","OPTI-FREE","Food and Beverage","2016","24.73"
"1013321918","JOHNSON & JOHNSON VISION CARE, INC.","ACUVUE","Food and Beverage","2019","36.12"
"1285613257","ASSERTIO THERAPEUTICS, INC.","GRALISE","Food and Beverage","2018","29.34"
"1033395330","THE SPECTRANETICS CORPORATION","CVX-300CVX-300P","Food and Beverage","2017","35.309998"
"1164453841","ABBOTT LABORATORIES","PACEMAKERS","Food and Beverage","2018","84.1"
"1578549200","ACADIA PHARMACEUTICALS INC","NUPLAZID","Food and Beverage","2018","24.51"
"1861515447","ETHICON INC.","LINX REFLUX MANAGEMENT SYSTEM","Food and Beverage","2019","12.37"
"1093004459","PFIZER INC.","ELIQUIS","Food and Beverage","2023","76.39"
"1053379420","GLAXOSMITHKLINE, LLC.","BREO","Food and Beverage","2016","16.41"
"1447384698","FOCAL THERAPEUTICS, INC.","BIOZORB","Food and Beverage","2018","18.5"
"1801903885","NOVO NORDISK INC","TRESIBA","Food and Beverage","2016","15.15"
"1306930821","MERZ, INC.","","Food and Beverage","2020","19.33"
"1144222068","BAYER HEALTHCARE PHARMACEUTICALS INC.","KYLEENA","Food and Beverage","2020","14.66"
"1265468748","MEDTRONIC, INC.","AMPLIA MRI","Food and Beverage","2016","260.83002"
"1598220154","NOVARTIS PHARMACEUTICALS CORPORATION","LEQVIO","Food and Beverage","2023","38.02"
"1801865795","ASTELLAS PHARMA INC","MYRBETRIQ","Food and Beverage","2021","58.59"
"1952327991","SANOFI PASTEUR INC.","MENACTRA","Food and Beverage","2017","24.65"
"1609000199","SUN PHARMACEUTICAL INDUSTRIES INC.","BLU-U","Food and Beverage","2021","14.04"
"1598724015","JANSSEN PHARMACEUTICALS, INC","XARELTO","Food and Beverage","2016","49.33"
"1386679660","MISSION PHARMACAL COMPANY","CITRANATAL","Food and Beverage","2017","35.629997"
"1447390224","ALIGN TECHNOLOGY, INC.","INVISALIGN","Food and Beverage","2020","19.669998"
"1871977173","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","JARDIANCE","Food and Beverage","2021","28.96"
"1023092020","ASTRAZENECA PHARMACEUTICALS LP","BEVESPI AEROSPHERE","Food and Beverage","2022","12.48"
"1497810717","MERCK SHARP & DOHME CORPORATION","JANUVIA","Food and Beverage","2021","38.21"
"1336552785","UPSHER-SMITH LABORATORIES INC.","TOSYMRA","Food and Beverage","2022","21.6"
"1689764706","CORCEPT THERAPEUTICS","KORLYM","Food and Beverage","2020","32.98"
"1184620320","ASTRAZENECA PHARMACEUTICALS LP","BRILINTA","Education","2017","12.02"
"1750497574","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Food and Beverage","2022","27.130001"
"1144238676","GENZYME CORPORATION","DUPIXENT","Speaking / Faculty Fee (Non-CME-related)","2021","8184"
"1720079247","IRHYTHM TECHNOLOGIES, INC.","ZIO PATCH","Food and Beverage","2021","94.35"
"1023253119","SANOFI-AVENTIS U.S. LLC","TOUJEO","Food and Beverage","2017","22.92"
"1891864393","UOC USA, INC.","U2 PRESSFIT","Consulting Fee","2022","9805"
"1891083507","JOHNSON & JOHNSON VISION CARE, INC.","ACUVUE","Food and Beverage","2020","24"
"1730121344","TEVA PHARMACEUTICALS USA, INC.","","Food and Beverage","2023","27.8"
"1538371901","JANSSEN PHARMACEUTICALS, INC","SIMPONI","Food and Beverage","2017","73.64"
"1013276765","NOVARTIS PHARMACEUTICALS CORPORATION","ENTRESTO","Food and Beverage","2022","43.96"
"1972673028","NEVRO CORP","SENZA","Food and Beverage","2023","148.08"
"1073787909","RELIEVANT MEDSYSTEMS, INC.","INTRACEPT","Food and Beverage","2021","945.12"
"1740840487","ABBOTT LABORATORIES","FREESTYLE LIBRE 3","Food and Beverage","2023","22.75"
"1700848926","ALLERGAN INC.","BYSTOLIC","Food and Beverage","2016","17.37"
"1336188085","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","JARDIANCE","Food and Beverage","2020","46.66"
"1700171691","AMGEN INC.","","Education","2019","159.98999"
"1730271321","ASSERTIO THERAPEUTICS, INC.","CAMBIA","Food and Beverage","2018","18.37"
"1326018987","PFIZER INC.","EUCRISA","Speaking / Faculty Fee (Non-CME-related)","2019","2625"
"1932304813","E.R. SQUIBB & SONS, L.L.C.","ELIQUIS","Food and Beverage","2018","26.27"
"1639110778","HOLOGIC, LLC","NOVASURE","Food and Beverage","2019","33.35"
"1942483425","E.R. SQUIBB & SONS, L.L.C.","SOTYKTU","Education","2023","84.99"
"1144287160","BARD PERIPHERAL VASCULAR, INC.","BPV-FLAIR","Food and Beverage","2016","30.880001"
"1033180229","AMGEN INC.","KANJINTI","Food and Beverage","2019","20.41"
"1619946936","NXSTAGE MEDICAL, INC.","PUREFLOW SL","Food and Beverage","2022","119.17"
"1912355728","ABBVIE, INC.","SKYRIZI","Food and Beverage","2023","43.64"
"1215153192","NOVARTIS PHARMACEUTICALS CORPORATION","LEQVIO","Food and Beverage","2022","54.239998"
"1952556680","GLAXOSMITHKLINE, LLC.","TRELEGY ELLIPTA","Food and Beverage","2023","18.49"
"1821441684","DENTSPLY INTERNATIONAL","WAVEONE GOLD CONFORM FIT","Food and Beverage","2022","31.7"
"1164441051","COVIDIEN LP","TRUCLEAR","Food and Beverage","2020","15.65"
"1326682188","PHARMACOSMOS THERAPEUTICS INC.","MONOFERRIC","Food and Beverage","2022","19.52"
"1528398203","SPINEART SA","PERLA TL","Food and Beverage","2022","268.63"
"1992029904","LEMAITRE VASCULAR, INC.","VALVULOTOM","Food and Beverage","2019","318.55"
"1629130679","DEPOMED, INC.","NUCYNTA","Food and Beverage","2016","67.12"
"1841218948","GLAXOSMITHKLINE, LLC.","BREO","Food and Beverage","2016","42.87"
"1891870234","DAIICHI SANKYO INC.","MOVANTIK","Food and Beverage","2017","100.14"
"1548605199","GLAXOSMITHKLINE, LLC.","TRELEGY ELLIPTA","Food and Beverage","2020","14.27"
"1407446149","ALNYLAM PHARMACEUTICALS INC.","ONPATTRO","Food and Beverage","2023","57.4"
"1750517835","AMGEN INC.","","Education","2016","4"
"1801902432","JANSSEN PHARMACEUTICALS, INC","STELARA","Food and Beverage","2022","168.62"
