"projectId","display","codingType","tcSize"
"48","Acrofrontofacionasal Dysostosis Syndrome","condition","15979"
"5619","Allergic Conjunctivitis","condition","177123"
"6437","Plantar Fasciitis","condition","356232"
"36","Isovaleric Acidemia","condition","1849"
"2880","Keratomalacia","condition","2329"
"4097","Parainfluenza","condition","752227"
"285","Angiostrongyliasis","condition","66082"
"586","Tuberous Sclerosis Complex","condition","61197"
"5423","Mesenteric Venous Thrombosis","condition","496478"
"5452","Autosomal Dominant Vitreoretinochoroidopathy","condition","836"
"1997","Familial Wilms Tumor 2","condition","714233"
"498","Behr Syndrome","condition","7864"
"3541","Multicentric Reticulohistiocytosis","condition","5992"
"1835","Epidermolysis Bullosa Simplex","condition","872"
"1104","Potocki-Lupski Syndrome","condition","917"
"5939","Lymphangitis","condition","4417525"
"3710","Nelson Syndrome","condition","10523"
"1778","Encephalitis","condition","435373"
"6544","Short Stature (Growth Disorders)","condition","96225"
"6194","Subdural Effusion","condition","7232"
"6244","Ureterocele","condition","546904"
"2889","Keutel Syndrome","condition","5762"
"4412","Progressive External Ophthalmoplegia","condition","11707"
"3065","Long QT Syndrome 5","condition","39868"
"6186","Stridor","condition","108013"
"2998","Lesch-Nyhan Syndrome","condition","7040"
"5217","Tomaculous Neuropathy","condition","29880"
"5216","Tolosa Hunt Syndrome","condition","3256"
"1295","Congenital Hypotrichosis Milia","condition","124365"
"3163","Malakoplakia","condition","182626"
"4195","Flat Feet","condition","66768"
"5256","Trichinosis","condition","25240"
"2745","Imperforate Anus","condition","14447"
"5022","Stickler Syndrome","condition","4460"
"4189","Periventricular Leukomalacia","condition","3695"
"417","Ascher Syndrome","condition","1264"
"5821","Fuchs Dystrophy","condition","97296"
"4515","Pulmonary Veno-Occlusive Disease","condition","356973"
"4915","Weill-Marchesani Syndrome","condition","2343"
"6496","Heart Failure with Preserved Ejection Fraction (HFpEF)","condition","1997666"
"6092","Poststreptococcal Glomerulonephritis","condition","28171"
"4733","Craniosynostosis","condition","53054"
"5903","Intertrigo","condition","145690"
"1733","Split Hand Foot Malformation","condition","5186"
"6468","Periodontitis","condition","258372"
"2815","Jackson-Weiss Syndrome","condition","5612"
"5569","X-Linked Lymphoproliferative Disease","condition","2637"
"4973","Splenomegaly","condition","190030"
"1618","Collins Pope Syndrome","condition","36191"
"5890","Hypomelanosis of Ito","condition","8254"
"5907","Intussusception in Children","condition","199753"
"5320","Typhoid Fever","condition","65789"
"4291","Relapsing Polychondritis","condition","15654"
"4313","Polymyalgia Rheumatica","condition","342751"
"6411","Ear Cancer","condition","269347"
"1399","Craniosynostosis Autosomal Dominant","condition","273"
"4543","Radiation Induced Meningioma","condition","154420"
"1639","Double Outlet Right Ventricle","condition","2150"
"947","Cholesterol Pneumonia","condition","59836"
"948","Chondroblastoma","condition","12113"
"4590","Renal Glycosuria","condition","6443"
"889","Char Syndrome","condition","5687"
"6533","Discoid Lupus Erythematosus (DLE)","condition","54716"
"600","Liebenberg Syndrome","condition","148"
"1412","Creeping Eruption","condition","7145"
"1266","Congenital Heart Disease (CHD)","condition","126539"
"4855","Sirenomelia","condition","12322"
"4940","Spinocerebellar Ataxia Type 14","condition","2821"
"592","Congenital Bowing of Long Bones","condition","513"
"4620","Late-Onset Retinal Degeneration","condition","2097472"
"5602","Acanthosis Nigricans","condition","32181"
"1031","Ring Chromosome 7","condition","823"
"2817","Jacobsen Syndrome","condition","1293"
"1137","Chronic Granulomatous Disease","condition","37179"
"6021","Orbital Cellulitis","condition","23834"
"6225","Toxic Synovitis","condition","8013"
"3809","Occupational Hearing Loss","condition","43166"
"1858","Lafora Disease","condition","108000"
"6563","Transcatheter Aortic Valve Replacement (TAVR)","procedure","616143"
"2732","Idiopathic Edema","condition","3525647"
"4490","Pulmonary Arteriovenous Fistula","condition","9982"
"907","Charles Bonnet Syndrome","condition","47280"
"4964","Spinocerebellar Ataxia Type 8","condition","4083"
"6285","Atrial Fibrillation","condition","14383431"
"4280","PARC Syndrome","condition","2939"
"5079","Syndactyly","condition","29385"
"6039","Pancreas Divisum","condition","13628"
"4127","Partial Deletion of Y","condition","1210"
"1656","Duplication of Urethra","condition","10"
"775","Cardiomyopathy Due to Anthracyclines","condition","28222"
"6363","Collagen VI-Related Myopathy","condition","5602"
"6017","Omphalocele","condition","27730"
"2959","Larynx Atresia","condition","3068"
"385","Aromatase Deficiency","condition","1605"
"4615","Infant Respiratory Distress Syndrome","condition","83110"
"1970","Familial Colorectal Cancer","condition","2153875"
"236","Amebiasis","condition","70061"
"3898","Oculodentodigital Dysplasia Dominant","condition","6845"
"5673","Brain Herniation","condition","19699"
"5641","Astigmatism","condition","125280"
"2293","Lymphomatoid Granulomatosis","condition","16753"
"3580","Congenital Muscular Dystrophy Type 1A","condition","2211"
"299","Ankylosing Spondylitis","condition","218234"
"5847","Gumma","condition","9674"
"6268","Vitiligo","condition","137733"
"5838","Giant Congenital Nevus","condition","636788"
"3723","Neonatal Ovarian Cyst","condition","215723"
"5960","Menkes Disease","condition","10453"
"2015","Femoral Facial Syndrome","condition","1257"
"76","Acro-Pectoro-Renal Field Defect","condition","1548"
"5111","Arrhythmias","condition","3420857"
"5915","Kyphosis","condition","161298"
"140","Adult Still's Disease","condition","19330"
"6170","Solitary Fibrous Tumor","condition","36438"
"6159","Sertoli-Leydig Cell Tumor","condition","494591"
"5645","Atypical Pneumonia","condition","4240197"
"1242","Mitochondrial Complex 1 Deficiency","condition","5603"
"503","Benign Autosomal Dominant Myopathy","condition","2842"
"3011","Leukodystrophy","condition","15742"
"3819","Milroy Disease","condition","61429"
"65","Acromesomelic Dysplasia","condition","6277"
"2960","Graham-Little-Piccardi-Lassueur Syndrome","condition","13323"
"436","Atresia of Small Intestine","condition","13462"
"3727","Nephrocalcinosis","condition","36245"
"4028","Osteoporosis-Pseudoglioma Syndrome","condition","990"
"5723","Cor Pulmonale","condition","138203"
"1956","Factor 10 Deficiency","condition","18572"
"1132","Chronic Demyelinizing Neuropathy with IgM Monoclonal","condition","7376"
"6349","Smith-Kingsmore Syndrome","condition","5627"
"4880","Adult Soft Tissue Sarcoma","condition","1948884"
"3231","Mcleod Neuroacanthocytosis Syndrome","condition","31507"
"2150","Gastritis","condition","832084"
"770","Cardiomyopathic Lentiginosis","condition","3206"
"3216","MASS Phenotype","condition","23603"
"6125","Retroperitoneal Inflammation","condition","616741"
"4554","Rapadilino Syndrome","condition","3566"
"2438","Hereditary Methemoglobinemia","condition","355"
"2604","Neonatal Severe Hyperparathyroidism","condition","212702"
"794","Multicentric Carpotarsal Osteolysis Syndrome","condition","821"
"1504","Fountain Syndrome","condition","1707"
"5279","Trimethylaminuria","condition","1276"
"6585","Sleepwalking (Somnambulism)","condition","3635"
"1225","Coloboma of Optic Nerve","condition","2877"
"3189","Mansonelliasis","condition","1925"
"92","Acute Lymphoblastic Leukemia (ALL)","condition","487315"
"1666","Ear Barotrauma","condition","57713"
"2414","Hepatitis C","condition","1433309"
"5849","H Influenzae Meningitis","condition","15954"
"1153","Chylous Ascites","condition","31145"
"3470","Maternally Inherited Leigh Syndrome","condition","393"
"5618","Alcoholic Neuropathy","condition","92129"
"4954","Spinocerebellar Ataxia Type 28","condition","8460"
"4809","Short QT Syndrome","condition","170978"
"4282","Rothmund-Thomson Syndrome","condition","33354"
"4352","Posterior Urethral Valves","condition","5457"
"1479","Cytomegalovirus Infection","condition","235109"
"2893","Kimura Disease","condition","28244"
"2730","Idiopathic Dilatation of the Pulmonary Artery","condition","8080"
"6041","Pancreatic Pseudocyst","condition","53586"
"2860","Kartagener Syndrome","condition","10920"
"5774","Endometrial Polyps","condition","103170"
"2921","Kuskokwim Syndrome","condition","813"
"5118","Tardive Dyskinesia","condition","34339"
"4082","Pancreatoblastoma","condition","63402"
"3979","Orofaciodigital Syndrome Type 2","condition","1185"
"6581","Prostatectomy","procedure","365474"
"6418","Hereditary Alpha-Tryptasemia","condition","410"
"1983","Familial Mediterranean Fever","condition","33870"
"2516","Huntington Disease","condition","152271"
"5674","Branchial Cleft Cyst","condition","8847"
"5980","Mosaicism","condition","117462"
"5026","Stomach Cancer","condition","1230439"
"3386","Microcephalic Osteodysplastic Primordial Dwarfism Type 1 (MOPD1)","condition","7386"
"477","Barrett Esophagus","condition","590800"
"6129","Rheumatoid Lung Disease","condition","118637"
"6150","Scrotal Swelling","condition","79815"
"6557","Stent Placement","procedure","173191"
"4083","Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcus Infections","condition","32643"
"4670","Rigid Spine Syndrome","condition","2795"
"1675","Dyskeratosis Congenita","condition","37098"
"1191","Coarctation of the Aorta","condition","62440"
"5746","Developmental Expressive Language Disorder","condition","11625"
"5102","Syringoma","condition","406356"
"2975","Legionnaire Disease","condition","42589"
"566","Blount Disease","condition","1733"
"4042","Hereditary Ovalocytosis","condition","4955"
"5946","Malignant Otitis Externa","condition","8724"
"6633","Embolectomy","procedure","16335"
"5159","Thalassemia","condition","218817"
"3466","Migraine","condition","1347157"
"3087","Systemic Lupus Erythematosus (SLE)","condition","575863"
"156","AIDS Dysmorphic Syndrome","condition","586104"
"6552","End-Stage Renal Disease (ESRD)","condition","4388584"
"5508","White Sponge Nevus","condition","1250"
"2118","Fucosidosis","condition","2134"
"6227","Tracheitis","condition","3327973"
"216","Amaurosis Fugax","condition","4621"
"5819","Frostbite","condition","22784"
"6530","X-Linked Retinitis Pigmentosa (XLRP)","condition","16412"
"6242","Unstable Angina","condition","354663"
"5675","Breast Enlargement In Males","condition","139224"
"2180","Knock Knees","condition","8592"
"909","Chediak-Higashi Syndrome","condition","7083"
"4356","Potassium-Aggravated Myotonia","condition","1739"
"5066","Swyer-James Syndrome","condition","4589"
"2038","Fetal Thalidomide Syndrome","condition","1569"
"6315","DICER1 Syndrome","condition","11026"
"3682","Myxoid Liposarcoma","condition","246731"
"6282","Chronic Cough","condition","6074583"
"457","Babesiosis","condition","38153"
"6318","Hereditary Retinoblastoma","condition","1970"
"3691","Nakajo-Nishimura Syndrome","condition","124162"
"5764","Ear Tag","condition","452"
"4935","Spinocerebellar Ataxia Type 1","condition","9323"
"1324","Conjunctivitis (Pink Eye)","condition","750990"
"179","Alien Hand Syndrome","condition","3813"
"6297","Fibrolamellar Carcinoma","condition","301404"
"5765","Echinococcosis","condition","125651"
"743","Canavan Disease","condition","3172"
"6156","Sensorimotor Polyneuropathy","condition","35846"
"6214","Testicular Torsion","condition","20375"
"578","Bone Tumor","condition","1092785"
"5958","Memory Loss","condition","3373748"
"1650","Dubin-Johnson Syndrome","condition","44727"
"5953","Mediastinal Tumor","condition","99160"
"5777","Enlarged Adenoids","condition","3290"
"1630","Diverticulosis","condition","774913"
"4950","Spinocerebellar Ataxia Type 23","condition","2358"
"664","Buschke-Ollendorff Syndrome","condition","1208"
"6515","Postpartum Depression","condition","56852"
"2857","Kaposi Sarcoma","condition","72905"
"4225","Phosphoglycerate Kinase Deficiency","condition","900"
"6259","Varicose Veins","condition","1126625"
"4732","Scalp-Ear-Nipple Syndrome","condition","5534"
"4728","Scabies","condition","94077"
"674","MPI-CDG","condition","4177"
"1205","Coffin-Siris Syndrome","condition","6406"
"5613","Acute Pancreatitis","condition","923628"
"4487","Pulmonary Alveolar Proteinosis","condition","16977"
"6091","Post-Splenectomy Syndrome","condition","6828"
"4494","Pulmonary Atresia with Intact Ventricular Septum","condition","3567"
"6464","Saddle Pulmonary Embolism","condition","49911"
"3642","Myoclonus-Dystonia","condition","6376"
"98","Acute Myeloblastic Leukemia with Maturation","condition","262489"
"4796","Septo-Optic Dysplasia","condition","3226"
"3810","Noma","condition","5385"
"2822","Jaundice","condition","870634"
"584","Botulism","condition","17822"
"1511","Defective Apolipoprotein B-100","condition","132369"
"3748","Neural Crest Tumor","condition","3299"
"6044","Paraphimosis","condition","9355"
"6215","Thromboangiitis Obliterans","condition","197093"
"2352","Familial Progressive Cardiac Conduction Defect","condition","532787"
"363","Apo A-I Deficiency","condition","29888"
"6071","Phlegmasia Cerulea Dolens","condition","45099"
"3565","Multiple Sclerosis (MS)","condition","1575611"
"3212","Marshall Syndrome","condition","5915"
"6336","Developmental Reading Disorder","condition","20104"
"1794","Infective Endocarditis","condition","130890"
"207","Alternating Hemiplegia of Childhood","condition","68165"
"269","Angioedema","condition","249119"
"315","Anorchia","condition","1876"
"645","Bronchopulmonary Dysplasia","condition","55316"
"1376","Cramp-Fasciculation Syndrome","condition","87727"
"184","Allergic Bronchopulmonary Aspergillosis","condition","22953"
"6426","Metatarsalgia","condition","106471"
"910","Cheilitis Glandularis","condition","63574"
"2371","Hemangioma","condition","430407"
"1644","Doxorubicin-Induced Cardiomyopathy","condition","25538"
"2078","Focal Dystonia","condition","90322"
"973","Choroid Plexus Carcinoma","condition","162448"
"6463","May Thurner Syndrome","condition","74316"
